ux	uy	uz
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.04499004	0.2073309	0.07889111
0.08701174	-0.08542607	0.2075125
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
-0.03524601	-0.09548851	-0.004759774
0.0699257	-0.0002729931	-0.01048391
0.06854644	-0.03124401	0.05765519
0.06854644	-0.03124401	0.05765519
0.06854644	-0.03124401	0.05765519
0.06854644	-0.03124401	0.05765519
0.06854644	-0.03124401	0.05765519
0.06854644	-0.03124401	0.05765519
0.06854644	-0.03124401	0.05765519
0.06854644	-0.03124401	0.05765519
0.06854644	-0.03124401	0.05765519
0.06854644	-0.03124401	0.05765519
0.06854644	-0.03124401	0.05765519
0.06854644	-0.03124401	0.05765519
0.06854644	-0.03124401	0.05765519
0.06854644	-0.03124401	0.05765519
0.06854644	-0.03124401	0.05765519
0.06854644	-0.03124401	0.05765519
0.06854644	-0.03124401	0.05765519
0.06854644	-0.03124401	0.05765519
0.06854644	-0.03124401	0.05765519
0.06854644	-0.03124401	0.05765519
0.06854644	-0.03124401	0.05765519
0.06854644	-0.03124401	0.05765519
0.06854644	-0.03124401	0.05765519
0.06854644	-0.03124401	0.05765519
0.06854644	-0.03124401	0.05765519
0.06854644	-0.03124401	0.05765519
0.06854644	-0.03124401	0.05765519
0.06854644	-0.03124401	0.05765519
0.06854644	-0.03124401	0.05765519
0.06854644	-0.03124401	0.05765519
0.06854644	-0.03124401	0.05765519
0.06854644	-0.03124401	0.05765519
0.06854644	-0.03124401	0.05765519
0.06854644	-0.03124401	0.05765519
